Ticker,ForeignNet
AADI,15516700.0
AALI,48200.0
ABBA,0.0
ABDA,0.0
ABMM,-389700.0
ACES,5391500.0
ACRO,1660400.0
ACST,419700.0
ADCP,0.0
ADES,4600.0
ADHI,1226800.0
ADMF,-4300.0
ADMG,-18200.0
ADMR,-9111700.0
ADRO,4812100.0
AEGS,-38200.0
AGAR,-500.0
AGII,0.0
AGRO,-874400.0
AGRS,-225300.0
AHAP,8966000.0
AIMS,-23500.0
AISA,-847800.0
AKKU,0.0
AKPI,0.0
AKRA,3224400.0
AKSI,-100200.0
ALDO,200.0
ALII,684800.0
ALKA,0.0
ALMI,0.0
ALTO,0.0
AMAG,-400.0
AMAN,377400.0
AMAR,56100.0
AMFG,0.0
AMIN,-4800.0
AMMN,-13862600.0
AMMS,6600.0
AMOR,113400.0
AMRT,437000.0
ANDI,0.0
ANJT,-2500.0
ANTM,-32022700.0
APEX,6500000.0
APIC,-79900.0
APII,0.0
APLI,4700.0
APLN,741500.0
ARCI,48995500.0
AREA,-26000.0
ARGO,0.0
ARII,46200.0
ARKA,0.0
ARKO,-27900.0
ARMY,0.0
ARNA,-200200.0
ARTA,-1900.0
ARTI,0.0
ARTO,-368400.0
ASBI,0.0
ASDM,100.0
ASGR,91600.0
ASHA,5173500.0
ASII,-2259900.0
ASJT,0.0
ASLC,-1388200.0
ASLI,2104500.0
ASMI,10000.0
ASPI,0.0
ASPR,16700.0
ASRI,1830000.0
ASRM,-500.0
ASSA,14300.0
ATAP,-393800.0
ATIC,4800.0
ATLA,0.0
AUTO,208500.0
AVIA,-7193300.0
AWAN,186100.0
AXIO,-98700.0
AYAM,449400.0
AYLS,-23700.0
BABP,-436700.0
BABY,196900.0
BACA,-1012500.0
BAIK,320100.0
BAJA,-55700.0
BALI,1800.0
BANK,91400.0
BAPA,0.0
BAPI,0.0
BATA,0.0
BATR,-142600.0
BAUT,0.0
BAYU,-5100.0
BBCA,-59129700.0
BBHI,49400.0
BBKP,6355400.0
BBLD,19800.0
BBMD,-600.0
BBNI,-46813700.0
BBRI,-37777000.0
BBRM,948100.0
BBSI,0.0
BBSS,45100.0
BBTN,-465300.0
BBYB,6459800.0
BCAP,-14900.0
BCIC,-42800.0
BCIP,259500.0
BDKR,-1150800.0
BDMN,-176200.0
BEBS,0.0
BEEF,-82200.0
BEER,-13800.0
BEKS,0.0
BELI,-163400.0
BELL,14290900.0
BESS,-5200.0
BEST,-906300.0
BFIN,-6532000.0
BGTG,-2188500.0
BHAT,-2700.0
BHIT,2943000.0
BIKA,0.0
BIKE,-349600.0
BIMA,0.0
BINA,-2700.0
BINO,408100.0
BIPI,204694700.0
BIPP,808800.0
BIRD,-52700.0
BISI,-30000.0
BJBR,-497100.0
BJTM,-4418200.0
BKDP,0.0
BKSL,28025900.0
BKSW,-431300.0
BLES,-3500.0
BLOG,-67700.0
BLTA,0.0
BLTZ,0.0
BLUE,-133300.0
BMAS,0.0
BMBL,0.0
BMHS,-94900.0
BMRI,-23067200.0
BMSR,0.0
BMTR,2529200.0
BNBA,-33700.0
BNBR,116518200.0
BNGA,-853400.0
BNII,-60700.0
BNLI,-16000.0
BOAT,-221800.0
BOBA,-58900.0
BOGA,0.0
BOLA,-8700.0
BOLT,0.0
BOSS,0.0
BPFI,0.0
BPII,0.0
BPTR,-20000.0
BRAM,-100.0
BREN,249600.0
BRIS,-835400.0
BRMS,-105977600.0
BRNA,4800.0
BRPT,9315700.0
BRRC,-651400.0
BSBK,943100.0
BSDE,89200.0
BSIM,-100.0
BSML,-1341100.0
BSSR,11700.0
BSWD,0.0
BTEK,0.0
BTEL,0.0
BTON,4800.0
BTPN,-2300.0
BTPS,-430900.0
BUAH,22500.0
BUDI,-13800.0
BUKA,-40761400.0
BUKK,0.0
BULL,38602000.0
BUMI,258923000.0
BUVA,18587000.0
BVIC,-1769900.0
BWPT,7685100.0
BYAN,2400.0
CAKK,-16200.0
CAMP,-44400.0
CANI,0.0
CARE,-1161600.0
CARS,137100.0
CASA,-118700.0
CASH,-278200.0
CASS,-1344300.0
CBDK,-60400.0
CBMF,0.0
CBPE,-21800.0
CBRE,-6882100.0
CBUT,-2200.0
CCSI,-29600.0
CDIA,12011900.0
CEKA,-5000.0
CENT,341300.0
CFIN,-117200.0
CGAS,220700.0
CHEK,-247100.0
CHEM,-6900.0
CHIP,0.0
CINT,-47300.0
CITA,46000.0
CITY,0.0
CLAY,-1300.0
CLEO,1298200.0
CLPI,-4300.0
CMNP,-19400.0
CMNT,-2686800.0
CMPP,0.0
CMRY,-1799400.0
CNKO,-100000.0
CNMA,-74100.0
CNTB,0.0
CNTX,0.0
COAL,34544200.0
COCO,0.0
COIN,3990800.0
COWL,0.0
CPIN,4874700.0
CPRI,0.0
CPRO,11043600.0
CRAB,-242900.0
CRSN,400.0
CSAP,0.0
CSIS,-387400.0
CSMI,-4300.0
CSRA,-216100.0
CTBN,-300.0
CTRA,-836800.0
CTTH,59300.0
CUAN,14626700.0
CYBR,431500.0
DAAZ,313800.0
DADA,0.0
DART,0.0
DATA,200700.0
DAYA,4100.0
DCII,0.0
DEAL,0.0
DEFI,0.0
DEPO,-5400.0
DEWA,54591400.0
DEWI,4790000.0
DFAM,263900.0
DGIK,-53400.0
DGNS,-90800.0
DGWG,166300.0
DIGI,0.0
DILD,2273200.0
DIVA,513700.0
DKFT,-1257500.0
DKHH,347700.0
DLTA,-900.0
DMAS,23000.0
DMMX,-125000.0
DMND,-3100.0
DNAR,87800.0
DNET,-300.0
DOID,1890800.0
DOOH,4411100.0
DOSS,-34700.0
DPNS,0.0
DPUM,10679900.0
DRMA,-516700.0
DSFI,-207700.0
DSNG,-2059700.0
DSSA,27700.0
DUCK,0.0
DUTI,-8900.0
DVLA,-300.0
DWGL,-22900.0
DYAN,-5000.0
EAST,0.0
ECII,0.0
EDGE,0.0
EKAD,25000.0
ELIT,1197200.0
ELPI,255700.0
ELSA,20676500.0
ELTY,8079200.0
EMAS,65193800.0
EMDE,0.0
EMTK,3079900.0
ENAK,0.0
ENRG,9838600.0
ENVY,0.0
ENZO,77200.0
EPAC,0.0
EPMT,2600.0
ERAA,-1648400.0
ERAL,-1956500.0
ERTX,587200.0
ESIP,427300.0
ESSA,16337800.0
ESTA,40800.0
ESTI,1418900.0
ETWA,0.0
EURO,-378400.0
EXCL,160700.0
FAPA,-2500.0
FAST,1853500.0
FASW,0.0
FILM,885300.0
FIMP,0.0
FIRE,4007300.0
FISH,9200.0
FITT,264400.0
FLMC,307200.0
FMII,-6700.0
FOLK,-3206300.0
FOOD,0.0
FORE,-3748000.0
FORU,121600.0
FPNI,460900.0
FUJI,-58400.0
FUTR,4542800.0
FWCT,-100.0
GAMA,0.0
GDST,1600.0
GDYR,264500.0
GEMA,27100.0
GEMS,-14700.0
GGRM,38500.0
GGRP,658500.0
GHON,12600.0
GIAA,1366000.0
GJTL,773800.0
GLOB,0.0
GLVA,-300.0
GMFI,0.0
GMTD,0.0
GOLD,18900.0
GOLF,-313800.0
GOLL,0.0
GOOD,45300.0
GOTO,-1608064600.0
GOTOM,0.0
GPRA,5375200.0
GPSO,1485000.0
GRIA,142900.0
GRPH,288500.0
GRPM,-935500.0
GSMF,-400.0
GTBO,-19500.0
GTRA,225200.0
GTSI,12065100.0
GULA,104900.0
GUNA,-5200.0
GWSA,16200.0
GZCO,2042400.0
HADE,0.0
HAIS,-105200.0
HAJJ,556100.0
HALO,-11900.0
HATM,798400.0
HBAT,-62500.0
HDFA,-9600.0
HDIT,-671300.0
HEAL,303600.0
HELI,-15500.0
HERO,104800.0
HEXA,-35700.0
HGII,-63300.0
HILL,390000.0
HITS,0.0
HKMU,0.0
HMSP,895400.0
HOKI,675700.0
HOME,0.0
HOMI,-616800.0
HOPE,526200.0
HOTL,0.0
HRME,0.0
HRTA,989600.0
HRUM,-6661400.0
HUMI,21398900.0
HYGN,61200.0
IATA,-1829800.0
IBFN,0.0
IBOS,1730100.0
IBST,0.0
ICBP,-1256100.0
ICON,96500.0
IDEA,1313100.0
IDPR,0.0
IFII,46400.0
IFSH,0.0
IGAR,0.0
IIKP,0.0
IKAI,0.0
IKAN,3717300.0
IKBI,-21100.0
IKPM,0.0
IMAS,-100.0
IMJS,127000.0
IMPC,-1658600.0
INAF,0.0
INAI,122100.0
INCF,-24600.0
INCI,0.0
INCO,-986400.0
INDF,-660200.0
INDO,1747400.0
INDR,15800.0
INDS,-236800.0
INDX,-400600.0
INDY,1383900.0
INET,45147600.0
INKP,350400.0
INOV,717000.0
INPC,1318600.0
INPP,-2000.0
INPS,0.0
INRU,0.0
INTA,0.0
INTD,-100.0
INTP,339300.0
IOTF,1132300.0
IPAC,0.0
IPCC,911400.0
IPCM,435900.0
IPOL,0.0
IPPE,0.0
IPTV,1700000.0
IRRA,80800.0
IRSX,11124100.0
ISAP,-104400.0
ISAT,1455500.0
ISEA,-4300.0
ISSP,-140300.0
ITIC,-92300.0
ITMA,15700.0
ITMG,1470900.0
JARR,448400.0
JAST,-785200.0
JATI,188100.0
JAWA,0.0
JAYA,704100.0
JECC,-15400.0
JGLE,0.0
JIHD,45300.0
JKON,720800.0
JMAS,0.0
JPFA,1442500.0
JRPT,1900.0
JSKY,0.0
JSMR,-215300.0
JSPT,2900.0
JTPE,-96800.0
KAEF,-223700.0
KAQI,1078600.0
KARW,0.0
KAYU,0.0
KBAG,0.0
KBLI,-62400.0
KBLM,0.0
KBLV,503500.0
KBRI,0.0
KDSI,0.0
KDTN,802900.0
KEEN,1037600.0
KEJU,-5800.0
KETR,6666000.0
KIAS,0.0
KICI,-33500.0
KIJA,1864800.0
KING,0.0
KINO,2400.0
KIOS,1843000.0
KJEN,-454200.0
KKES,0.0
KKGI,-831200.0
KLAS,2332400.0
KLBF,-1459000.0
KLIN,-2100.0
KMDS,0.0
KMTR,-2400.0
KOBX,-647000.0
KOCI,2248500.0
KOIN,0.0
KOKA,-1298000.0
KONI,0.0
KOPI,-2900.0
KOTA,9588800.0
KPIG,15053300.0
KRAS,-671100.0
KREN,0.0
KRYA,9178800.0
KSIX,0.0
KUAS,1276800.0
LABA,16000.0
LABS,89300.0
LAJU,1819900.0
LAND,85000.0
LAPD,1109200.0
LCGP,0.0
LCKM,23100.0
LEAD,17219200.0
LFLO,0.0
LIFE,0.0
LINK,0.0
LION,9500.0
LIVE,-50000.0
LMAS,0.0
LMAX,0.0
LMPI,0.0
LMSH,0.0
LOPI,-141300.0
LPCK,487100.0
LPGI,-900.0
LPIN,0.0
LPKR,45092900.0
LPLI,5100.0
LPPF,-664500.0
LPPS,-186400.0
LRNA,35400.0
LSIP,314100.0
LTLS,0.0
LUCK,1000.0
LUCY,0.0
MABA,0.0
MAGP,0.0
MAHA,-2423500.0
MAIN,-494600.0
MANG,-530500.0
MAPA,1489900.0
MAPB,11100.0
MAPI,853100.0
MARI,0.0
MARK,124800.0
MASB,0.0
MAXI,0.0
MAYA,-146500.0
MBAP,0.0
MBMA,-45966700.0
MBSS,-448000.0
MBTO,0.0
MCAS,-14000.0
MCOL,-19200.0
MCOR,-707100.0
MDIA,14320900.0
MDIY,278500.0
MDKA,18794200.0
MDKI,-20900.0
MDLA,-286200.0
MDLN,-140800.0
MDRN,0.0
MEDC,9672200.0
MEDS,91600.0
MEGA,-3600.0
MEJA,3636400.0
MENN,0.0
MERI,75000.0
MERK,0.0
META,0.0
MFMI,0.0
MGLV,71000.0
MGNA,147000.0
MGRO,1401500.0
MHKI,3590200.0
MICE,0.0
MIDI,2564600.0
MIKA,-36200.0
MINA,22945100.0
MINE,67300.0
MIRA,98000.0
MITI,463400.0
MKAP,-8900.0
MKNT,0.0
MKPI,6300.0
MKTR,0.0
MLBI,-128500.0
MLIA,37400.0
MLPL,4348900.0
MLPT,800.0
MMIX,581500.0
MMLP,193800.0
MNCN,910800.0
MOLI,3500.0
MORA,-38100.0
MPIX,-1020200.0
MPMX,-701200.0
MPOW,-160300.0
MPPA,-10000.0
MPRO,0.0
MPXL,-153600.0
MRAT,-30600.0
MREI,20000.0
MSIE,0.0
MSIN,84100.0
MSJA,357000.0
MSKY,3422100.0
MSTI,-23200.0
MTDL,1615300.0
MTEL,-2772500.0
MTFN,0.0
MTLA,0.0
MTMH,-19200.0
MTPS,0.0
MTRA,0.0
MTSM,0.0
MTWI,0.0
MUTU,-4800.0
MYOH,3300.0
MYOR,-2086600.0
MYTX,0.0
NAIK,379100.0
NANO,-1618700.0
NASA,0.0
NASI,-789600.0
NATO,-1500.0
NAYZ,-155600.0
NCKL,33670200.0
NELY,-319700.0
NEST,-326800.0
NETV,2375100.0
NFCX,-28100.0
NICE,-598400.0
NICK,2400.0
NICL,780500.0
NIKL,-226500.0
NINE,1733500.0
NIRO,-100900.0
NISP,499000.0
NOBU,-54800.0
NPGF,1554200.0
NRCA,554900.0
NSSS,19928000.0
NTBK,2834100.0
NUSA,0.0
NZIA,70500.0
OASA,14872000.0
OBAT,-40100.0
OBMD,1400.0
OCAP,0.0
OILS,-1696500.0
OKAS,-3933800.0
OLIV,1335500.0
OMED,1189000.0
OMRE,0.0
OPMS,-117000.0
PACK,13023400.0
PADA,4668200.0
PADI,37937900.0
PALM,88900.0
PAMG,0.0
PANI,697200.0
PANR,-8500.0
PANS,34100.0
PART,1002400.0
PBID,-498800.0
PBRX,10469200.0
PBSA,-111600.0
PCAR,0.0
PDES,0.0
PDPP,-2200.0
PEGE,305800.0
PEHA,-5400.0
PEVE,-100.0
PGAS,11187900.0
PGEO,4289600.0
PGJO,0.0
PGLI,0.0
PGUN,-1100.0
PICO,100.0
PIPA,4658100.0
PJAA,0.0
PJHB,2193600.0
PKPK,-22700.0
PLAN,0.0
PLAS,0.0
PLIN,0.0
PMJS,0.0
PMMP,0.0
PMUI,-277700.0
PNBN,-2784900.0
PNBS,-600100.0
PNGO,-200.0
PNIN,-4500.0
PNLF,-3439400.0
PNSE,0.0
POLA,0.0
POLI,10200.0
POLL,0.0
POLU,3900.0
POLY,0.0
POOL,0.0
PORT,4400.0
POSA,0.0
POWR,220800.0
PPGL,-200.0
PPRE,2646900.0
PPRI,398700.0
PPRO,0.0
PRAY,-8900.0
PRDA,122600.0
PRIM,171800.0
PSAB,37104900.0
PSAT,-71600.0
PSDN,70400.0
PSGO,-30700.0
PSKT,2387400.0
PSSI,502200.0
PTBA,14235600.0
PTDU,0.0
PTIS,0.0
PTMP,693200.0
PTMR,0.0
PTPP,-1209900.0
PTPS,-2900.0
PTPW,0.0
PTRO,3749200.0
PTSN,222200.0
PTSP,100.0
PUDP,0.0
PURA,0.0
PURE,0.0
PURI,-59900.0
PWON,5731700.0
PYFA,3830100.0
PZZA,-17300.0
RAAM,142800.0
RAFI,0.0
RAJA,4953900.0
RALS,-799600.0
RANC,21100.0
RATU,2274800.0
RBMS,0.0
RCCC,0.0
RDTX,400.0
REAL,-377700.0
RELF,1016500.0
RELI,0.0
RGAS,0.0
RICY,0.0
RIGS,0.0
RIMO,0.0
RISE,292900.0
RLCO,2765600.0
RMKE,1058100.0
RMKO,4086400.0
ROCK,-18100.0
RODA,1589400.0
RONY,-12100.0
ROTI,4100.0
RSCH,-307400.0
RSGK,0.0
RUIS,890200.0
RUNS,0.0
SAFE,-72400.0
SAGE,0.0
SAME,-20200.0
SAMF,-36900.0
SAPX,-3700.0
SATU,-34300.0
SBAT,0.0
SBMA,0.0
SCCO,-4300.0
SCMA,27231700.0
SCNP,39200.0
SCPI,0.0
SDMU,1825500.0
SDPC,-70100.0
SDRA,22800.0
SEMA,0.0
SFAN,-1800.0
SGER,-539000.0
SGRO,8200.0
SHID,9100.0
SHIP,0.0
SICO,135700.0
SIDO,-3153400.0
SILO,88800.0
SIMA,0.0
SIMP,-1214900.0
SINI,0.0
SIPD,18300.0
SKBM,-2400.0
SKLT,111400.0
SKRN,100.0
SKYB,0.0
SLIS,3464400.0
SMAR,-6200.0
SMBR,139900.0
SMCB,0.0
SMDM,0.0
SMDR,2234300.0
SMGA,8388200.0
SMGR,-367800.0
SMIL,1466700.0
SMKL,49700.0
SMKM,187700.0
SMLE,-561100.0
SMMA,-10000.0
SMMT,-23800.0
SMRA,-531900.0
SMRU,0.0
SMSM,310000.0
SNLK,107500.0
SOCI,9250700.0
SOFA,2395200.0
SOHO,14200.0
SOLA,2239700.0
SONA,0.0
SOSS,0.0
SOTS,630500.0
SOUL,0.0
SPMA,0.0
SPRE,379400.0
SPTO,1451500.0
SQMI,2655300.0
SRAJ,-2100.0
SRIL,0.0
SRSN,-1400.0
SRTG,-1360800.0
SSIA,-828300.0
SSMS,361300.0
SSTM,85300.0
STAA,334700.0
STAR,-11900.0
STRK,1321900.0
STTP,0.0
SUGI,0.0
SULI,479600.0
SUNI,1900.0
SUPA,14277100.0
SUPR,0.0
SURE,2300.0
SURI,-100000.0
SWAT,0.0
SWID,-50200.0
TALF,-400.0
TAMA,0.0
TAMU,0.0
TAPG,7603900.0
TARA,0.0
TAXI,3390100.0
TAYS,0.0
TBIG,226000.0
TBLA,291800.0
TBMS,-3600.0
TCID,-300.0
TCPI,300600.0
TDPM,0.0
TEBE,6800.0
TECH,0.0
TELE,0.0
TFAS,-100.0
TFCO,0.0
TGKA,-600.0
TGRA,0.0
TGUK,0.0
TIFA,33800.0
TINS,4820900.0
TIRA,0.0
TIRT,0.0
TKIM,-232900.0
TLDN,-1700.0
TLKM,-4545700.0
TMAS,-2272600.0
TMPO,0.0
TNCA,0.0
TOBA,1393100.0
TOOL,444800.0
TOPS,0.0
TOSK,7386700.0
TOTL,-1480700.0
TOTO,-104200.0
TOWR,-6444200.0
TOYS,0.0
TPIA,-2051700.0
TPMA,-589700.0
TRAM,0.0
TRGU,0.0
TRIL,0.0
TRIM,-19900.0
TRIN,-2718000.0
TRIO,0.0
TRIS,69300.0
TRJA,0.0
TRON,688100.0
TRST,700.0
TRUE,-40680900.0
TRUK,-200.0
TRUS,2300.0
TSPC,320600.0
TUGU,124300.0
TYRE,20300.0
UANG,60900.0
UCID,38100.0
UDNG,0.0
UFOE,57600.0
ULTJ,2692600.0
UNIC,-700.0
UNIQ,332000.0
UNIT,0.0
UNSP,253500.0
UNTD,745800.0
UNTR,58500.0
UNVR,377900.0
URBN,71900.0
UVCR,303800.0
VAST,-129400.0
VERN,-1400.0
VICI,-165900.0
VICO,-664900.0
VINS,50100.0
VISI,-63400.0
VIVA,0.0
VKTR,13862000.0
VOKS,-1700.0
VRNA,57500.0
VTNY,-900400.0
WAPO,-18500.0
WEGE,-66400.0
WEHA,-114200.0
WGSH,0.0
WICO,0.0
WIDI,0.0
WIFI,-396600.0
WIIM,443600.0
WIKA,0.0
WINE,-57800.0
WINR,0.0
WINS,-332600.0
WIRG,-15078900.0
WMPP,0.0
WMUU,11058800.0
WOMF,0.0
WOOD,-73800.0
WOWS,-5220300.0
WSBP,0.0
WSKT,0.0
WTON,644200.0
