Ticker,ForeignNet
AADI,2180800.0
AALI,61800.0
ABBA,0.0
ABDA,0.0
ABMM,-15900.0
ACES,-14810000.0
ACRO,-3914600.0
ACST,-243900.0
ADCP,56100.0
ADES,-4600.0
ADHI,-5600.0
ADMF,200.0
ADMG,4600.0
ADMR,2503600.0
ADRO,6694500.0
AEGS,36400.0
AGAR,-9700.0
AGII,88600.0
AGRO,221500.0
AGRS,0.0
AHAP,-683000.0
AIMS,-18900.0
AISA,-1504800.0
AKKU,0.0
AKPI,0.0
AKRA,667500.0
AKSI,-6200.0
ALDO,10500.0
ALII,1782800.0
ALKA,-11600.0
ALMI,0.0
ALTO,0.0
AMAG,0.0
AMAN,-1090900.0
AMAR,0.0
AMFG,0.0
AMIN,0.0
AMMN,-4868400.0
AMMS,4800.0
AMOR,-1500.0
AMRT,3727100.0
ANDI,0.0
ANJT,-26100.0
ANTM,-16906100.0
APEX,3359600.0
APIC,-17800.0
APII,0.0
APLI,-71000.0
APLN,-5865800.0
ARCI,-13693300.0
AREA,-68900.0
ARGO,-137600.0
ARII,-1900.0
ARKA,0.0
ARKO,-2900.0
ARMY,0.0
ARNA,-7800.0
ARTA,0.0
ARTI,0.0
ARTO,-1557700.0
ASBI,0.0
ASDM,-1800.0
ASGR,217800.0
ASHA,-10793900.0
ASII,-2662800.0
ASJT,0.0
ASLC,-1030500.0
ASLI,-849500.0
ASMI,0.0
ASPI,-100.0
ASPR,1015600.0
ASRI,1604000.0
ASRM,0.0
ASSA,1520100.0
ATAP,-292300.0
ATIC,-20400.0
ATLA,-2787000.0
AUTO,-146600.0
AVIA,-4972300.0
AWAN,22700.0
AXIO,0.0
AYAM,-819400.0
AYLS,-1534800.0
BABP,-746900.0
BABY,-3600.0
BACA,514700.0
BAIK,-1051300.0
BAJA,-10700.0
BALI,0.0
BANK,-76500.0
BAPA,-72600.0
BAPI,0.0
BATA,-46500.0
BATR,1000.0
BAUT,0.0
BAYU,-200.0
BBCA,-179944200.0
BBHI,-190500.0
BBKP,1828800.0
BBLD,0.0
BBMD,0.0
BBNI,-2512100.0
BBRI,-26018200.0
BBRM,-995400.0
BBSI,1300.0
BBSS,170300.0
BBTN,12576000.0
