Ticker,ForeignNet
AADI,7865100.0
AALI,-142300.0
ABBA,0.0
ABDA,0.0
ABMM,160700.0
ACES,-3459600.0
ACRO,1459100.0
ACST,370500.0
ADCP,1608400.0
ADES,400.0
ADHI,2127800.0
ADMF,65200.0
ADMG,188600.0
ADMR,-10176100.0
ADRO,31417100.0
AEGS,154300.0
AGAR,0.0
AGII,49100.0
AGRO,1675600.0
AGRS,3365000.0
AHAP,3821000.0
AIMS,55300.0
AISA,1604700.0
AKKU,0.0
AKPI,0.0
AKRA,979400.0
AKSI,-153900.0
ALDO,27700.0
ALII,1648600.0
ALKA,38800.0
ALMI,0.0
ALTO,0.0
AMAG,-18900.0
AMAN,1004200.0
AMAR,63400.0
AMFG,0.0
AMIN,-44000.0
AMMN,3795500.0
AMMS,278300.0
AMOR,-7598600.0
AMRT,5663600.0
ANDI,0.0
ANJT,72000.0
ANTM,30318800.0
APEX,-1786500.0
APIC,19800.0
APII,0.0
APLI,37700.0
APLN,-699900.0
ARCI,11558500.0
AREA,111400.0
ARGO,19300.0
ARII,43200.0
ARKA,0.0
ARKO,-107600.0
ARMY,0.0
ARNA,1313600.0
ARTA,0.0
ARTI,0.0
ARTO,901500.0
ASBI,0.0
ASDM,5300.0
ASGR,402600.0
ASHA,13126100.0
ASII,-5122700.0
ASJT,-19700.0
ASLC,5628800.0
ASLI,-5008300.0
ASMI,0.0
ASPI,46400.0
ASPR,395100.0
ASRI,3745400.0
ASRM,0.0
ASSA,2079700.0
ATAP,265500.0
ATIC,-360000.0
ATLA,27150400.0
AUTO,1435100.0
AVIA,-4077500.0
AWAN,213200.0
AXIO,108500.0
AYAM,529100.0
AYLS,348600.0
BABP,-462300.0
BABY,465000.0
BACA,857200.0
BAIK,0.0
BAJA,-478300.0
BALI,0.0
BANK,329500.0
BAPA,5000.0
BAPI,0.0
BATA,-74200.0
BATR,103300.0
BAUT,0.0
BAYU,17000.0
BBCA,-84214600.0
BBHI,-287300.0
BBKP,-17194600.0
BBLD,0.0
BBMD,0.0
BBNI,-2577900.0
BBRI,44073300.0
BBRM,9171400.0
BBSI,1000.0
BBSS,33400.0
BBTN,47068500.0
BBYB,-6160000.0
BCAP,4925200.0
BCIC,345900.0
BCIP,724100.0
BDKR,-130600.0
BDMN,-719100.0
BEBS,0.0
BEEF,2149400.0
BEER,372800.0
BEKS,0.0
BELI,-536400.0
BELL,-850000.0
BESS,22500.0
BEST,-1347700.0
BFIN,-9531500.0
BGTG,5360100.0
BHAT,-19400.0
BHIT,0.0
BIKA,0.0
BIKE,17300.0
BIMA,0.0
BINA,100.0
BINO,522400.0
BIPI,-174624300.0
BIPP,0.0
BIRD,24400.0
BISI,69100.0
BJBR,-630700.0
BJTM,2017600.0
BKDP,0.0
BKSL,27471400.0
BKSW,949100.0
BLES,0.0
BLOG,94000.0
BLTA,0.0
BLTZ,0.0
BLUE,208100.0
BMAS,0.0
BMBL,7000.0
BMHS,94800.0
BMRI,-20586800.0
BMSR,0.0
BMTR,12747500.0
BNBA,-103600.0
BNBR,-210000.0
BNGA,477300.0
BNII,1883500.0
BNLI,0.0
BOAT,832500.0
BOBA,0.0
BOGA,28100.0
BOLA,-8500.0
BOLT,-9300.0
BOSS,0.0
BPFI,0.0
BPII,-1100.0
BPTR,0.0
BRAM,0.0
BREN,8991800.0
BRIS,-1087700.0
BRMS,27268200.0
BRNA,27800.0
BRPT,2656000.0
BRRC,-5186900.0
BSBK,5440300.0
BSDE,-105000.0
BSIM,7700.0
BSML,3135700.0
BSSR,300.0
BSWD,0.0
BTEK,10000.0
BTEL,0.0
BTON,1400.0
BTPN,45100.0
BTPS,4746300.0
BUAH,99300.0
BUDI,10000.0
BUKA,-58948500.0
BUKK,54000.0
BULL,-122679500.0
