Ticker,ForeignNet
AADI,-3117200.0
AALI,-51800.0
ABBA,0.0
ABDA,0.0
ABMM,-222200.0
ACES,-4094800.0
ACRO,-627700.0
ACST,-238500.0
ADCP,-2186400.0
ADES,2300.0
ADHI,-702600.0
ADMF,-1900.0
ADMG,-14900.0
ADMR,18482400.0
ADRO,11291500.0
AEGS,-2000.0
AGAR,-49400.0
AGII,1762700.0
AGRO,-3575000.0
AGRS,-2957400.0
AHAP,4044300.0
AIMS,-1000.0
AISA,1129200.0
AKKU,0.0
AKPI,-2000.0
AKRA,-3575700.0
AKSI,0.0
ALDO,-7800.0
ALII,1105100.0
ALKA,28000.0
ALMI,0.0
ALTO,0.0
AMAG,25000.0
AMAN,-105200.0
AMAR,0.0
AMFG,-9300.0
AMIN,-100.0
AMMN,2772100.0
AMMS,-1400.0
AMOR,-2316500.0
AMRT,-654300.0
ANDI,0.0
ANJT,-20000.0
ANTM,17613800.0
APEX,2532200.0
APIC,-580700.0
APII,0.0
APLI,0.0
APLN,-4595800.0
ARCI,1446800.0
AREA,-36400.0
ARGO,21700.0
ARII,156400.0
ARKA,0.0
ARKO,171900.0
ARMY,0.0
ARNA,15200.0
ARTA,1700.0
ARTI,0.0
ARTO,-965000.0
ASBI,0.0
ASDM,0.0
ASGR,153000.0
ASHA,330200.0
ASII,8753400.0
ASJT,664500.0
ASLC,-3100600.0
ASLI,766500.0
ASMI,100000.0
ASPI,-148300.0
ASPR,-655800.0
ASRI,4212400.0
ASRM,0.0
ASSA,-606300.0
ATAP,-439800.0
ATIC,-2300.0
ATLA,-14902400.0
AUTO,-327900.0
AVIA,-432100.0
AWAN,-154000.0
AXIO,-27000.0
AYAM,-4482600.0
AYLS,291400.0
BABP,650500.0
BABY,-170800.0
BACA,-755000.0
BAIK,-50000.0
BAJA,33400.0
BALI,2800.0
BANK,-853100.0
BAPA,0.0
BAPI,0.0
BATA,0.0
BATR,318600.0
BAUT,0.0
BAYU,0.0
BBCA,-14249600.0
BBHI,-107200.0
BBKP,-10128100.0
BBLD,0.0
BBMD,0.0
BBNI,-10829400.0
BBRI,-56270300.0
BBRM,913400.0
BBSI,0.0
BBSS,-80000.0
BBTN,8599800.0
BBYB,-14819200.0
BCAP,-317800.0
BCIC,1330000.0
BCIP,-733900.0
BDKR,-236100.0
BDMN,444400.0
BEBS,0.0
BEEF,-3733900.0
BEER,61000.0
BEKS,300000.0
BELI,-801900.0
BELL,0.0
BESS,-5800.0
BEST,-465200.0
BFIN,-9346000.0
BGTG,-8030700.0
BHAT,-26200.0
BHIT,0.0
BIKA,0.0
BIKE,-121600.0
BIMA,0.0
BINA,200.0
BINO,48700.0
BIPI,23730500.0
BIPP,0.0
BIRD,112800.0
BISI,-5000.0
BJBR,72700.0
BJTM,-98100.0
BKDP,0.0
BKSL,36648000.0
BKSW,-132100.0
BLES,-388300.0
BLOG,-106700.0
BLTA,-5300000.0
BLTZ,0.0
BLUE,81700.0
BMAS,-9900.0
BMBL,20000.0
BMHS,107300.0
BMRI,135801000.0
BMSR,0.0
BMTR,-9788200.0
BNBA,132600.0
BNBR,9319400.0
BNGA,2005200.0
BNII,735400.0
BNLI,100.0
BOAT,137200.0
BOBA,8000.0
BOGA,2800.0
BOLA,-93500.0
BOLT,-800.0
BOSS,0.0
BPFI,0.0
BPII,25300.0
BPTR,-5000.0
BRAM,-100.0
BREN,-222600.0
BRIS,2658600.0
BRMS,59548700.0
BRNA,7000.0
BRPT,4785500.0
BRRC,-435000.0
BSBK,-2126300.0
BSDE,-1299600.0
BSIM,6000.0
BSML,-6227600.0
BSSR,-19900.0
BSWD,0.0
BTEK,1040000.0
BTEL,0.0
BTON,1200.0
BTPN,0.0
BTPS,2519700.0
BUAH,-9500.0
BUDI,0.0
BUKA,-24676700.0
BUKK,-90900.0
BULL,59013800.0
BUMI,761360400.0
BUVA,24502000.0
BVIC,-814200.0
BWPT,239400.0
BYAN,-4000.0
CAKK,-19800.0
CAMP,7700.0
CANI,0.0
CARE,-332100.0
CARS,-1078000.0
CASA,-48400.0
CASH,-266500.0
CASS,-102400.0
CBDK,-295600.0
CBMF,0.0
CBPE,10900.0
CBRE,98900.0
CBUT,3400.0
CCSI,-25900.0
CDIA,-34811500.0
CEKA,0.0
CENT,-492700.0
CFIN,-66100.0
CGAS,1229900.0
CHEK,-584200.0
CHEM,12400.0
CHIP,0.0
CINT,0.0
CITA,-13600.0
CITY,99600.0
CLAY,-6800.0
CLEO,-1360300.0
CLPI,-35100.0
CMNP,13600.0
CMNT,-303500.0
CMPP,0.0
CMRY,-2349900.0
CNKO,-1628700.0
CNMA,-585900.0
CNTB,0.0
CNTX,0.0
COAL,-7191400.0
COCO,0.0
COIN,-9373600.0
COWL,0.0
CPIN,2378700.0
CPRI,0.0
CPRO,-41000200.0
CRAB,341300.0
CRSN,279800.0
CSAP,0.0
CSIS,-696700.0
CSMI,-349400.0
CSRA,14600.0
CTBN,-1200.0
CTRA,-6361600.0
CTTH,79200.0
CUAN,-9912300.0
CYBR,-19200.0
DAAZ,-201900.0
DADA,0.0
DART,0.0
DATA,-232900.0
DAYA,0.0
DCII,300.0
DEAL,0.0
DEFI,0.0
DEPO,1000.0
DEWA,66978000.0
DEWI,1476000.0
DFAM,-874100.0
DGIK,-123600.0
DGNS,100200.0
DGWG,12300.0
DIGI,0.0
DILD,-3372000.0
DIVA,4800.0
DKFT,-1771900.0
DKHH,-920000.0
DLTA,-4600.0
DMAS,-8246100.0
DMMX,-37200.0
DMND,200.0
DNAR,-88800.0
DNET,2400.0
DOID,-1896700.0
DOOH,9421400.0
DOSS,156200.0
DPNS,0.0
DPUM,0.0
DRMA,116500.0
DSFI,2807200.0
DSNG,-940000.0
DSSA,-38300.0
DUCK,0.0
DUTI,200.0
DVLA,-39100.0
DWGL,0.0
DYAN,4400.0
EAST,-110500.0
ECII,0.0
EDGE,9600.0
EKAD,0.0
ELIT,-941600.0
ELPI,-658700.0
ELSA,-19268700.0
ELTY,4301300.0
EMAS,5188500.0
EMDE,135500.0
EMTK,-17120600.0
ENAK,0.0
ENRG,10007400.0
ENVY,0.0
