Date,Close,High,Low,Open,Volume
2025-11-11,198.0,202.0,150.0,151.0,28600582500
2025-11-12,192.0,206.0,187.0,197.0,18408147500
2025-11-13,224.0,240.0,189.0,194.0,20660901900
2025-11-14,220.0,244.0,216.0,224.0,17280324400
2025-11-17,222.0,232.0,218.0,222.0,8428653200
2025-11-18,214.0,224.0,206.0,222.0,7344771600
2025-11-19,228.0,238.0,216.0,220.0,14168826000
2025-11-20,226.0,234.0,224.0,230.0,5842229700
2025-11-21,220.0,226.0,218.0,224.0,3825011300
2025-11-24,218.0,224.0,218.0,224.0,2403308000
2025-11-25,236.0,242.0,220.0,220.0,13274853700
2025-11-26,260.0,266.0,236.0,240.0,18662707200
2025-11-27,242.0,256.0,240.0,252.0,11236705400
2025-11-28,244.0,246.0,236.0,244.0,3632328800
2025-12-01,246.0,252.0,238.0,244.0,6434442600
2025-12-02,242.0,248.0,242.0,248.0,1938684900
2025-12-03,240.0,254.0,240.0,244.0,4432754000
2025-12-04,242.0,246.0,240.0,242.0,1768534000
2025-12-05,238.0,244.0,236.0,242.0,2086399500
2025-12-08,252.0,252.0,238.0,240.0,4908722800
2025-12-09,272.0,276.0,250.0,252.0,12082544300
2025-12-10,326.0,336.0,276.0,276.0,20922562800
2025-12-11,360.0,378.0,326.0,332.0,21969738900
2025-12-12,368.0,382.0,354.0,364.0,10187266800
2025-12-15,344.0,400.0,340.0,372.0,13792118300
2025-12-16,348.0,358.0,330.0,340.0,5809011900
2025-12-17,348.0,360.0,346.0,354.0,4247375400
2025-12-18,340.0,352.0,334.0,350.0,3544112800
2025-12-19,344.0,350.0,338.0,346.0,2748766200
2025-12-22,394.0,394.0,346.0,348.0,12257775400
2025-12-23,380.0,406.0,376.0,402.0,8335353200
2025-12-24,362.0,384.0,360.0,382.0,4795205000
2025-12-29,366.0,376.0,354.0,362.0,5492663300
2025-12-30,366.0,372.0,362.0,370.0,2812869800
2026-01-02,420.0,424.0,370.0,372.0,11771094600
2026-01-05,464.0,476.0,420.0,428.0,13048421800
2026-01-06,464.0,484.0,452.0,466.0,8648116700
2026-01-07,452.0,478.0,452.0,464.0,6102514400
2026-01-08,460.0,460.0,442.0,450.0,3629921000
2026-01-09,462.0,480.0,456.0,470.0,7430491000
2026-01-12,436.0,472.0,394.0,468.0,9759299800
2026-01-13,406.0,448.0,396.0,436.0,9716507600
2026-01-14,422.0,434.0,410.0,414.0,6113687100
2026-01-15,410.0,428.0,404.0,426.0,4173617100
2026-01-19,412.0,412.0,390.0,410.0,6004590000
2026-01-20,414.0,440.0,414.0,432.0,9992920600
2026-01-21,386.0,408.0,380.0,408.0,8369517000
2026-01-22,348.0,396.0,346.0,390.0,11300872300
2026-01-23,360.0,364.0,330.0,350.0,9715093500
2026-01-26,332.0,368.0,332.0,358.0,8341641400
2026-01-27,344.0,346.0,328.0,336.0,5796234400
2026-01-28,294.0,294.0,294.0,294.0,2063059700
2026-01-29,250.0,282.0,250.0,250.0,24522161400
2026-01-30,258.0,272.0,246.0,258.0,10768790900
2026-02-02,220.0,264.0,220.0,260.0,12444107400
2026-02-03,264.0,266.0,198.0,212.0,13881927300
2026-02-04,246.0,266.0,240.0,258.0,9402318400
2026-02-05,240.0,256.0,240.0,242.0,4278275700
2026-02-06,226.0,238.0,218.0,232.0,6515359700
2026-02-09,240.0,244.0,224.0,236.0,5917512800
2026-02-10,248.0,264.0,236.0,238.0,10011575000
2026-02-11,272.0,286.0,252.0,252.0,15389213700
