Date,Close,High,Low,Open,Volume
2025-11-10,8188.45703125,8399.620679620344,8141.53177605659,8305.770169233525,20257600
2025-11-11,8164.99462890625,8258.845141882184,8118.069372418283,8188.457257150233,6614000
2025-11-12,8164.99462890625,8211.919885394216,8141.532000662267,8188.457257150233,5581400
2025-11-13,8211.919921875,8258.845178571428,8141.532036830356,8188.457293526785,5802800
2025-11-14,8164.99462890625,8282.307770126168,8141.532000662267,8258.845141882184,6873500
2025-11-17,8211.919921875,8329.233063616071,8118.0694084821425,8164.994665178571,19598100
2025-11-18,8000.0,8300.0,7950.0,8275.0,27012300
2025-11-19,7850.0,8025.0,7800.0,7950.0,13660500
2025-11-20,7725.0,7925.0,7725.0,7850.0,9610900
2025-11-21,7650.0,7775.0,7600.0,7725.0,9586900
2025-11-24,7750.0,7825.0,7650.0,7650.0,11617600
2025-11-25,7675.0,7800.0,7625.0,7750.0,8938500
2025-11-26,7750.0,7750.0,7650.0,7700.0,5166000
2025-11-27,7425.0,7750.0,7400.0,7750.0,22742900
2025-11-28,7500.0,7500.0,7375.0,7425.0,8191800
2025-12-01,7425.0,7525.0,7325.0,7525.0,6245400
2025-12-02,7600.0,7675.0,7400.0,7425.0,12044900
2025-12-03,7600.0,7700.0,7525.0,7675.0,4199500
2025-12-04,7525.0,7625.0,7450.0,7625.0,4951000
2025-12-05,7450.0,7550.0,7400.0,7550.0,5145000
2025-12-08,7575.0,7600.0,7475.0,7500.0,7206600
2025-12-09,7425.0,7575.0,7425.0,7575.0,9147100
2025-12-10,7375.0,7525.0,7350.0,7450.0,6958800
2025-12-11,7075.0,7425.0,7025.0,7400.0,18794600
2025-12-12,7125.0,7175.0,7025.0,7075.0,6492500
2025-12-15,7175.0,7200.0,7000.0,7150.0,6721400
2025-12-16,7100.0,7175.0,7050.0,7150.0,5569500
2025-12-17,7025.0,7150.0,7025.0,7100.0,6531400
2025-12-18,7075.0,7175.0,7050.0,7050.0,7237600
2025-12-19,7050.0,7100.0,7025.0,7075.0,4235200
2025-12-22,7050.0,7100.0,7000.0,7075.0,8487600
2025-12-23,7025.0,7050.0,7000.0,7050.0,8034900
2025-12-24,6975.0,7050.0,6975.0,7025.0,4095700
2025-12-29,7025.0,7100.0,6950.0,6975.0,8030600
2025-12-30,6975.0,7050.0,6975.0,7025.0,4232700
2026-01-02,7050.0,7050.0,6975.0,7000.0,4330300
2026-01-05,7025.0,7150.0,7000.0,7075.0,9948600
2026-01-06,7075.0,7150.0,6975.0,7100.0,12032400
2026-01-07,7350.0,7400.0,7100.0,7100.0,18963000
2026-01-08,7400.0,7550.0,7250.0,7425.0,22058600
2026-01-09,7250.0,7400.0,7225.0,7400.0,7228400
2026-01-12,7150.0,7300.0,7100.0,7250.0,12933000
2026-01-13,7450.0,7500.0,7200.0,7200.0,17970700
2026-01-14,7450.0,7700.0,7450.0,7550.0,18886700
2026-01-15,7500.0,7600.0,7450.0,7525.0,9954100
2026-01-19,7500.0,7550.0,7450.0,7525.0,7882800
2026-01-20,7500.0,7600.0,7500.0,7550.0,8384200
2026-01-21,7425.0,7525.0,7300.0,7500.0,7412000
2026-01-22,7975.0,8025.0,7425.0,7425.0,39049700
2026-01-23,8450.0,8550.0,8025.0,8200.0,59682000
2026-01-26,8425.0,8800.0,8225.0,8450.0,31223200
2026-01-27,7950.0,8625.0,7900.0,8625.0,21061500
2026-01-28,7700.0,7950.0,7375.0,7500.0,28703200
2026-01-29,7400.0,7700.0,6750.0,7700.0,36035600
2026-01-30,7600.0,7675.0,7350.0,7425.0,17076000
2026-02-02,8075.0,8150.0,7725.0,7975.0,51350200
2026-02-03,8300.0,8350.0,7775.0,7975.0,27543600
2026-02-04,8200.0,8575.0,8075.0,8325.0,24874200
2026-02-05,8200.0,8475.0,8150.0,8350.0,25365300
2026-02-06,8025.0,8125.0,7875.0,7950.0,10755100
2026-02-09,7975.0,8125.0,7825.0,8100.0,18944800
2026-02-10,8275.0,8350.0,8000.0,8000.0,15747000
